,Accuracy,Balanced Accuracy,F1 Score,Specificity,Parity Score Gender,Parity Score Race,Intersectional Parity Score,AUC_Gender,KL Divergence_Gender,Model
348,0.35,0.346081588835212,0.3962848297213622,0.2971014492753623,0.9532936276924455,0.8525447736834318,0.7537313840838835,0.5086203036138104,0.004381877585230495,FairBN
349,0.7633333333333333,0.7561728395061729,0.7942028985507247,0.6666666666666666,0.320630513635753,0.5965911758730662,0.22984636999678654,0.8597913214813488,1.3876065389050631,LabelBN
350,0.77,0.7687869028448739,0.7863777089783281,0.7536231884057971,0.254086247816936,0.7973336403232805,0.22328476366053163,0.9455017688415207,1.4505506138457887,NBSens
351,0.7433333333333333,0.7430220075147611,0.7586206896551724,0.7391304347826086,0.5070081948860329,0.8474084029684804,0.45589375843144564,0.8094800949352916,0.5333263679539786,NB
352,0.5933333333333334,0.5595813204508857,0.7227272727272728,0.13768115942028986,0.8394160583941606,0.9283637883101431,0.8408459168332622,0.8000089561595988,,FRFC05
353,1.0,1.0,1.0,1.0,0.5972415028435807,0.6837261658520171,0.5013388518637051,0.7013792485782097,0.34972811972701173,Dataset
354,0.3566666666666667,0.35490753911806544,0.4340175953079179,0.22297297297297297,0.9758928571428571,0.7571031963281222,0.7373493275077136,0.5428571428571429,0.0012423989127548843,FairBN
355,0.84,0.840149359886202,0.8400000000000001,0.8513513513513513,0.38303571428571426,0.6006311288553365,0.2235482874548852,0.91,0.863986951092334,LabelBN
356,0.7733333333333333,0.7735597439544808,0.7718120805369126,0.7905405405405406,0.275,0.7724412619038629,0.20420283737514966,0.9584821428571428,1.262826590426058,NBSens
357,0.7933333333333333,0.7937411095305833,0.7891156462585034,0.8243243243243243,0.5008928571428571,0.6655957897570223,0.33537764709076123,0.8387500000000001,0.5331656846445401,NB
358,0.5933333333333334,0.5881045519203414,0.7095238095238096,0.19594594594594594,0.7714285714285715,0.9363779137905934,0.7684558311042838,0.83671875,,FRFC05
359,1.0,1.0,1.0,1.0,0.5455357142857142,0.6900323908671017,0.44115339874100745,0.7272321428571429,0.44304798805099127,Dataset
360,0.3566666666666667,0.3520299145299145,0.43067846607669613,0.2361111111111111,0.9508417508417508,0.8382896352167594,0.7833831708780052,0.5384511784511785,0.005056179760686091,FairBN
361,0.7566666666666667,0.7548076923076923,0.7739938080495357,0.7083333333333334,0.2976430976430977,0.7746047462591109,0.2081093295834774,0.885925925925926,1.2769375223965929,LabelBN
362,0.7433333333333333,0.7425213675213675,0.7555555555555555,0.7222222222222222,0.19797979797979803,0.8757901850217827,0.18524533133986487,0.9590123456790124,1.7289420898746717,NBSens
363,0.7766666666666666,0.7745726495726495,0.793846153846154,0.7222222222222222,0.5144781144781144,0.8650107994138931,0.42895788602917406,0.8393041526374859,0.5365720846385327,NB
364,0.5733333333333334,0.5555555555555556,0.7090909090909091,0.1111111111111111,0.8814814814814815,0.9469794800299735,0.8624819099078831,0.8444219977553311,,FRFC05
365,1.0,1.0,1.0,1.0,0.6606060606060606,0.7228552317271442,0.5199093330789557,0.6696969696969699,0.2402652074588067,Dataset
366,0.41333333333333333,0.4100609756097561,0.45341614906832306,0.375,0.9845085470085471,0.69754148568151,0.6582748266673799,0.510505698005698,0.00048114145977102944,FairBN
367,0.7633333333333333,0.7552905308464849,0.7953890489913544,0.6691176470588235,0.4011752136752136,0.7012163687457005,0.2549112176342213,0.8624465811965812,1.0198808469608445,LabelBN
368,0.75,0.7456061692969871,0.7761194029850745,0.6985294117647058,0.21100427350427353,0.6499829176081584,0.13734764520527476,0.9623842592592593,2.0651726670050734,NBSens
369,0.7666666666666667,0.7558285509325682,0.8033707865168539,0.6397058823529411,0.4903846153846154,0.7468795351822386,0.33561493698657674,0.8532763532763533,0.7340902884725002,NB
370,0.6033333333333334,0.5625,0.7337807606263982,0.125,0.8819444444444444,0.9412471417834938,0.8754244177814329,0.8676994301994302,,FRFC05
371,1.0,1.0,1.0,1.0,0.5897435897435896,0.6628288783499963,0.3891062128099412,0.7051282051282052,0.36955880584331174,Dataset
372,0.37333333333333335,0.3542857142857143,0.46590909090909094,0.24,0.9297052154195011,0.7762737989560953,0.7363886050602555,0.5522653505846784,0.010148429134125225,FairBN
373,0.81,0.8085714285714286,0.8338192419825072,0.8,0.32879818594104315,0.6000583434651533,0.16698482692326722,0.8631452581032413,1.2205920879561925,LabelBN
374,0.7666666666666667,0.7702857142857142,0.789156626506024,0.792,0.20061357876483932,0.8023046687063057,0.14776986849066465,0.9498910675381264,1.832473142462838,NBSens
375,0.7766666666666666,0.7811428571428571,0.7975830815709971,0.808,0.473922902494331,0.8001536556998724,0.3672703551775346,0.8396025076697345,0.624560273743616,NB
376,0.65,0.5834285714285714,0.7661469933184855,0.184,0.8231292517006803,0.9486240384873595,0.7893815841974096,0.8414699213018542,,FRFC05
377,1.0,1.0,1.0,1.0,0.5764972655728959,0.6445219644938474,0.43210479355650766,0.711751367213552,0.4185819533560464,Dataset
378,0.31,0.30995374488525174,0.31683168316831684,0.3082191780821918,0.993421052631579,0.6300533966661922,0.5585533735579087,0.5166918563300142,8.657259133403039e-05,FairBN
379,0.7533333333333333,0.7513787582280733,0.774390243902439,0.678082191780822,0.5087126600284495,0.5428349725973902,0.28719262683034263,0.8297697368421051,0.5857279559234031,LabelBN
380,0.75,0.7484878135563067,0.7678018575851394,0.6917808219178082,0.24822190611664297,0.802567089598047,0.20144125418154812,0.9384779516358464,1.7621961159457356,NBSens
381,0.81,0.8078188934353319,0.8277945619335346,0.726027397260274,0.5156472261735419,0.7449905924204938,0.3714961172600263,0.814278093883357,0.5779137250629695,NB
382,0.5533333333333333,0.5412737946984523,0.6954545454545455,0.08904109589041095,0.9054054054054054,0.9423311248631001,0.8872132030775836,0.8451724751066857,,FRFC05
383,1.0,1.0,1.0,1.0,0.680298719772404,0.5737465359827505,0.4060780768444202,0.659850640113798,0.21308246961771798,Dataset
384,0.35333333333333333,0.336026936026936,0.46408839779005523,0.16296296296296298,0.8963273310750579,0.8757286114302582,0.7544866000820196,0.5671242645747905,0.023471847332351248,FairBN
385,0.81,0.8117845117845117,0.8213166144200627,0.8296296296296296,0.3194865394901052,0.6128369967112771,0.20297754849126848,0.8399001604564094,1.1216180898500052,LabelBN
386,0.7833333333333333,0.7895622895622896,0.7868852459016394,0.8518518518518519,0.2743804599750401,0.693096973426029,0.25483603693160406,0.9178998038866107,1.2491506203099745,NBSens
387,0.7933333333333333,0.8013468013468014,0.7933333333333333,0.8814814814814815,0.5333392761633089,0.6945407480263399,0.4361629905491947,0.8041763237653772,0.459698458912685,NB
388,0.65,0.6158249158249158,0.7505938242280285,0.2740740740740741,0.7168835799607772,0.8835180815979284,0.7066404115147589,0.8217373863433767,0.6941014983710525,FRFC05
