,Accuracy,Balanced Accuracy,F1 Score,Specificity,Parity Score Gender,Parity Score Race,Intersectional Parity Score,Model
140,0.43,0.43349358974358976,0.4672897196261682,0.34615384615384615,0.9604700854700855,0.8621312887433047,0.7024463853698135,FairBN
141,0.9033333333333333,0.9051816239316239,0.9042904290429044,0.8589743589743589,0.5368589743589743,0.3159765049679877,0.21510683144530462,LabelBN
142,0.91,0.9091880341880342,0.9045936395759717,0.9294871794871795,0.5288461538461537,0.29938244195549957,0.1913760139192927,NBSens
143,0.8966666666666666,0.8961004273504274,0.8912280701754387,0.9102564102564102,0.5416666666666666,0.32293243177596664,0.2174494303069856,NB
144,1.0,1.0,1.0,1.0,0.5742521367521368,0.2506362949690113,0.1797269738859858,Dataset
145,0.44666666666666666,0.4336780174719201,0.5631578947368421,0.19014084507042253,0.910129339081737,0.9650964255559368,0.7704212673507908,FairBN
146,0.8733333333333333,0.8708325904795864,0.8841463414634145,0.823943661971831,0.3124138850615583,0.5104471318117583,0.17479123453697665,LabelBN
147,0.9,0.901854162952398,0.9013157894736841,0.9366197183098591,0.42015200675585584,0.3416957840604974,0.11940776344846749,NBSens
148,0.89,0.892360492066322,0.8903654485049833,0.9366197183098591,0.4002844570869817,0.4100840038206893,0.16672486597787428,NB
149,1.0,1.0,1.0,1.0,0.4996222054313525,0.2853906040249615,0.2036491603169207,Dataset
150,0.5233333333333333,0.5185862007487966,0.573134328358209,0.4295774647887324,0.8467525496511004,0.602452881843575,0.6237955293713466,FairBN
151,0.85,0.8461847031556426,0.8656716417910448,0.7746478873239436,0.47101449275362317,0.38738369434966535,0.19366260512757305,LabelBN
152,0.9066666666666666,0.9060438580852201,0.9119496855345911,0.8943661971830986,0.4685990338164251,0.3587590926464139,0.14424805062565682,NBSens
153,0.8833333333333333,0.8831788197539668,0.8888888888888888,0.8802816901408451,0.4468599033816425,0.45880667355048266,0.21022043878457652,NB
154,1.0,1.0,1.0,1.0,0.521202361782072,0.35757862217666425,0.2013561847769053,Dataset
155,0.49666666666666665,0.4956886972754344,0.5623188405797102,0.348993288590604,0.9662375840719789,0.6883771826597586,0.6472173679686595,FairBN
156,0.8633333333333333,0.8631716965198453,0.8673139158576052,0.8389261744966443,0.5231392811010644,0.43532185188717776,0.25302662672688936,LabelBN
157,0.8766666666666667,0.876816747410996,0.8745762711864407,0.8993288590604027,0.5542292102801656,0.36591303386037155,0.20228194339480976,NBSens
158,0.85,0.8501488955064669,0.847457627118644,0.87248322147651,0.5542292102801656,0.47578778122681786,0.26952655430777617,NB
159,1.0,1.0,1.0,1.0,0.6923522337535075,0.2145697810699735,0.15176594784711095,Dataset
160,0.51,0.5090670696475399,0.5714285714285714,0.3691275167785235,0.8946336245320021,0.7867411331818837,0.5695786554029734,FairBN
161,0.91,0.9097959909329303,0.9131832797427653,0.8791946308724832,0.40185416295239795,0.3817704370875974,0.26116866034928343,LabelBN
162,0.9166666666666666,0.9169074181074715,0.9140893470790377,0.9530201342281879,0.4482082367623462,0.317385004407685,0.12974442197963565,NBSens
163,0.9066666666666666,0.9069291968531934,0.9034482758620689,0.9463087248322147,0.4411659832412195,0.3785555658561599,0.18545200548147578,NB
164,1.0,1.0,1.0,1.0,0.49893029060438576,0.27132427724902675,0.20075647728353951,Dataset
165,0.5266666666666666,0.5337401452051134,0.5798816568047337,0.3821656050955414,0.6293400062558648,0.9026118965254302,0.560700233450521,FairBN
166,0.8133333333333334,0.8194735201104628,0.8292682926829269,0.6878980891719745,0.4197685329996872,0.5468702122659808,0.16651385339983338,LabelBN
167,0.9233333333333333,0.924880851632444,0.9225589225589226,0.89171974522293,0.45511416953393813,0.4103863867967107,0.1242946491018252,NBSens
168,0.9233333333333333,0.924880851632444,0.9225589225589226,0.89171974522293,0.45511416953393813,0.4103863867967107,0.1242946491018252,NB
169,1.0,1.0,1.0,1.0,0.49403458599579964,0.29888101094568,0.19497176119763449,Dataset
170,0.44666666666666666,0.44557535890484024,0.5257142857142857,0.28187919463087246,0.830976430976431,0.8629394530605113,0.7396643069978739,FairBN
171,0.8066666666666666,0.8059024845548691,0.8273809523809524,0.6912751677852349,0.47138047138047146,0.5606335062333053,0.2072676018505737,LabelBN
172,0.8766666666666667,0.8765945153117916,0.878688524590164,0.8657718120805369,0.6053872053872054,0.38772495314339284,0.11145381208188954,NBSens
173,0.84,0.8399039957331438,0.8431372549019609,0.825503355704698,0.6127946127946128,0.4824494771965272,0.1737956786858601,NB
174,1.0,1.0,1.0,1.0,0.663973063973064,0.2247103532993755,0.15771407863002274,Dataset
175,0.4766666666666667,0.47308120133481646,0.5341246290801188,0.36551724137931035,0.92914653784219,0.7906486166858431,0.6862587006437317,FairBN
176,0.8866666666666667,0.8854282536151279,0.89375,0.8482758620689655,0.46457326892109496,0.4061637732896426,0.26014752659669216,LabelBN
177,0.92,0.9210233592880979,0.9200000000000002,0.9517241379310345,0.5611916264090178,0.24109692577088482,0.16781770155234432,NBSens
178,0.91,0.9111234705228031,0.9096989966555183,0.9448275862068966,0.5539452495974235,0.30609254075180126,0.21975087132888815,NB
179,1.0,1.0,1.0,1.0,0.5799785292538915,0.24980161281915125,0.18297175648865494,Dataset
180,0.45666666666666667,0.4594504468454048,0.5191740412979352,0.3202614379084967,0.9614904617578891,0.7933257801386754,0.5599395920012578,FairBN
181,0.91,0.9112311591303188,0.9137380191693292,0.8496732026143791,0.41736494918880374,0.3548924203819013,0.19565558917639148,LabelBN
182,0.9266666666666666,0.9266373215953048,0.9251700680272109,0.9281045751633987,0.45738990907470134,0.342710915711564,0.1673211936824872,NBSens
183,0.92,0.9199679871948779,0.9183673469387755,0.9215686274509803,0.45738990907470134,0.3720587294262556,0.19855577662487978,NB
184,1.0,1.0,1.0,1.0,0.5242467463005882,0.25545604129665356,0.17181542231163016,Dataset
185,0.53,0.5373952576216794,0.5765765765765765,0.3987341772151899,0.6720021341870082,0.7773408504813794,0.5776807263826643,FairBN
186,0.77,0.7766535924407203,0.7876923076923077,0.6518987341772152,0.4575163398692811,0.5852362965305532,0.2566545171007434,LabelBN
187,0.88,0.8832233909787841,0.8815789473684211,0.8227848101265823,0.5147392290249433,0.39804531348977845,0.15120008389855644,NBSens
188,0.87,0.8733731502941701,0.8721311475409835,0.810126582278481,0.5215419501133787,0.41625450996998314,0.168590080301671,NB
189,1.0,1.0,1.0,1.0,0.618780845671602,0.24068762210875472,0.1484411937795821,Dataset
190,0.5,0.5043381535038932,0.5508982035928143,0.3741935483870968,0.8868782314137993,0.7543572822150807,0.6409741094713644,FairBN
191,0.8366666666666667,0.8399332591768631,0.8473520249221185,0.7419354838709677,0.47441611695489383,0.3572232249620716,0.16177299721144767,LabelBN
